UNITID,InstitutionName,State-Country,Region,SECTOR,Level,HighestDegreeOffered,UnderGradOfferings,GradOfferings,DegreeOffered,DegreeGrantingYN,HBCU,TRIBAL,DegreeOfUrban,InstCatOfProg,Degrees-Majors,MajorFields,InstSize,UNITID,"Level of Student","Grand Total","Grand Total Men","Grand Total Women",MyUnknownColumn,UNITID,"Grand Total","Grand Total Men","Grand Total Women"
107983,"Southern Arkansas University Main Campus",5,5,1,1,7,1,1,20,1,2,2,33,2,18,19,2,107983,4,1293,467,826,164,107983,1153,504,649
107992,"Southern Arkansas University Tech",5,5,4,2,3,1,2,40,1,2,2,42,4,9,11,2,107992,1,1968,1129,839,165,107992,712,526,186
107992,"Southern Arkansas University Tech",5,5,4,2,3,1,2,40,1,2,2,42,4,9,11,2,107992,2,1968,1129,839,165,107992,712,526,186
108065,"Velvatex College of Beauty Culture",5,5,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,108065,1,18,2,16,166,108065,5,1,4
108065,"Velvatex College of Beauty Culture",5,5,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,108065,2,18,2,16,166,108065,5,1,4
108092,"University of Arkansas-Fort Smith",5,5,1,1,7,1,1,20,1,2,2,13,2,22,23,3,108092,1,7365,3176,4189,167,108092,1306,577,729
108092,"University of Arkansas-Fort Smith",5,5,1,1,7,1,1,20,1,2,2,13,2,22,23,3,108092,2,7334,3166,4168,167,108092,1306,577,729
108092,"University of Arkansas-Fort Smith",5,5,1,1,7,1,1,20,1,2,2,13,2,22,23,3,108092,4,31,10,21,167,108092,1306,577,729
108232,"Academy of Art University",6,8,3,1,7,1,1,20,1,2,2,11,2,18,30,3,108232,1,13615,5506,8109,168,108232,2371,872,1499
108232,"Academy of Art University",6,8,3,1,7,1,1,20,1,2,2,11,2,18,30,3,108232,2,9267,4019,5248,168,108232,2371,872,1499
108232,"Academy of Art University",6,8,3,1,7,1,1,20,1,2,2,11,2,18,30,3,108232,4,4348,1487,2861,168,108232,2371,872,1499
108269,"Academy of Chinese Culture and Health Sciences",6,8,2,1,9,2,1,12,1,2,2,11,1,26,26,1,108269,1,160,40,120,169,108269,12,1,11
108269,"Academy of Chinese Culture and Health Sciences",6,8,2,1,9,2,1,12,1,2,2,11,1,26,26,1,108269,4,160,40,120,169,108269,12,1,11
108348,"The Academy of Radio and TV Broadcasting",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108348,1,56,36,20,170,108348,37,20,17
108348,"The Academy of Radio and TV Broadcasting",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108348,2,56,36,20,170,108348,37,20,17
108649,"Avalon School of Cosmetology-Alameda",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108649,1,182,6,176,171,108649,81,4,77
108649,"Avalon School of Cosmetology-Alameda",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108649,2,182,6,176,171,108649,81,4,77
108667,"College of Alameda",6,8,4,2,3,1,2,40,1,2,2,21,4,2,7,3,108667,1,10575,4400,6175,172,108667,426,182,244
108667,"College of Alameda",6,8,4,2,3,1,2,40,1,2,2,21,4,2,7,3,108667,2,10575,4400,6175,172,108667,426,182,244
108807,"Allan Hancock College",6,8,4,2,4,1,2,40,1,2,2,12,4,2,3,4,108807,1,15587,7077,8510,173,108807,1678,673,1005
108807,"Allan Hancock College",6,8,4,2,4,1,2,40,1,2,2,12,4,2,3,4,108807,2,15587,7077,8510,173,108807,1678,673,1005
108852,"American Academy of Dramatic Arts-Los Angeles",6,8,5,2,3,1,2,40,1,2,2,11,4,12,9,1,108852,1,296,115,181,174,108852,151,63,88
108852,"American Academy of Dramatic Arts-Los Angeles",6,8,5,2,3,1,2,40,1,2,2,11,4,12,9,1,108852,2,296,115,181,174,108852,151,63,88
108861,"American Baptist Seminary of the West",6,8,2,1,9,2,1,14,1,2,2,12,1,24,24,1,108861,1,62,40,22,175,108861,11,4,7
108861,"American Baptist Seminary of the West",6,8,2,1,9,2,1,14,1,2,2,12,1,24,24,1,108861,4,62,40,22,175,108861,11,4,7
108870,"American Film Institute Conservatory",6,8,2,1,7,2,1,20,1,2,2,11,1,30,30,1,108870,1,375,193,182,176,108870,123,66,57
108870,"American Film Institute Conservatory",6,8,2,1,7,2,1,20,1,2,2,11,1,30,30,1,108870,4,375,193,182,176,108870,123,66,57
108977,"American Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108977,1,185,77,108,177,108977,64,31,33
108977,"American Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,108977,2,185,77,108,177,108977,64,31,33
109040,"American Career College-Los Angeles",6,8,6,2,3,1,2,40,1,2,2,11,4,10,10,2,109040,1,2315,472,1843,178,109040,803,162,641
109040,"American Career College-Los Angeles",6,8,6,2,3,1,2,40,1,2,2,11,4,10,10,2,109040,2,2315,472,1843,178,109040,803,162,641
109086,"American Conservatory Theater",6,8,2,1,7,1,1,20,1,2,2,11,1,30,30,1,109086,1,98,36,62,179,109086,66,20,46
109086,"American Conservatory Theater",6,8,2,1,7,1,1,20,1,2,2,11,1,30,30,1,109086,2,61,17,44,179,109086,66,20,46
109086,"American Conservatory Theater",6,8,2,1,7,1,1,20,1,2,2,11,1,30,30,1,109086,4,37,19,18,179,109086,66,20,46
109208,"American River College",6,8,4,2,4,1,2,40,1,2,2,21,4,4,7,5,109208,1,46047,24475,21572,180,109208,3757,1820,1937
109208,"American River College",6,8,4,2,4,1,2,40,1,2,2,21,4,4,7,5,109208,2,46047,24475,21572,180,109208,3757,1820,1937
109350,"Antelope Valley College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,4,4,109350,1,18541,7675,10866,181,109350,1693,667,1026
109350,"Antelope Valley College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,4,4,109350,2,18541,7675,10866,181,109350,1693,667,1026
109651,"Art Center College of Design",6,8,2,1,7,1,1,20,1,2,2,12,2,30,30,2,109651,1,2970,1384,1586,182,109651,506,240,266
109651,"Art Center College of Design",6,8,2,1,7,1,1,20,1,2,2,12,2,30,30,2,109651,2,2699,1242,1457,182,109651,506,240,266
109651,"Art Center College of Design",6,8,2,1,7,1,1,20,1,2,2,12,2,30,30,2,109651,4,271,142,129,182,109651,506,240,266
109721,"Associated Technical College-Los Angeles",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,109721,1,632,300,332,183,109721,259,102,157
109721,"Associated Technical College-Los Angeles",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,109721,2,632,300,332,183,109721,259,102,157
109730,"Associated Technical College-San Diego",6,8,9,3,1,1,2,0,2,2,2,11,6,-2,-2,1,109730,1,169,137,32,184,109730,102,84,18
109730,"Associated Technical College-San Diego",6,8,9,3,1,1,2,0,2,2,2,11,6,-2,-2,1,109730,2,169,137,32,184,109730,102,84,18
109785,"Azusa Pacific University",6,8,2,1,9,1,1,11,1,2,2,21,2,16,17,3,109785,1,11843,3943,7900,185,109785,3220,955,2265
109785,"Azusa Pacific University",6,8,2,1,9,1,1,11,1,2,2,21,2,16,17,3,109785,2,6293,2147,4146,185,109785,3220,955,2265
109785,"Azusa Pacific University",6,8,2,1,9,1,1,11,1,2,2,21,2,16,17,3,109785,4,5550,1796,3754,185,109785,3220,955,2265
109819,"Bakersfield College",6,8,1,1,5,1,2,30,1,2,2,11,3,14,7,5,109819,1,36168,16542,19626,186,109819,2781,1120,1661
109819,"Bakersfield College",6,8,1,1,5,1,2,30,1,2,2,11,3,14,7,5,109819,2,36168,16542,19626,186,109819,2781,1120,1661
109907,"Barstow Community College",6,8,4,2,3,1,2,40,1,2,2,32,4,7,4,2,109907,1,4641,1655,2986,187,109907,466,156,310
109907,"Barstow Community College",6,8,4,2,3,1,2,40,1,2,2,32,4,7,4,2,109907,2,4641,1655,2986,187,109907,466,156,310
109934,"Bellus Academy-Chula Vista",6,8,6,2,4,1,2,0,2,2,2,11,6,-2,-2,1,109934,1,345,110,235,188,109934,108,39,69
109934,"Bellus Academy-Chula Vista",6,8,6,2,4,1,2,0,2,2,2,11,6,-2,-2,1,109934,2,345,110,235,188,109934,108,39,69
110060,"Bethesda University",6,8,2,1,9,1,1,13,1,2,2,11,2,24,24,1,110060,1,476,284,192,189,110060,80,40,40
110060,"Bethesda University",6,8,2,1,9,1,1,13,1,2,2,11,2,24,24,1,110060,2,306,211,95,189,110060,80,40,40
110060,"Bethesda University",6,8,2,1,9,1,1,13,1,2,2,11,2,24,24,1,110060,4,170,73,97,189,110060,80,40,40
110097,"Biola University",6,8,2,1,9,1,1,12,1,2,2,21,2,17,17,3,110097,1,6522,2849,3673,190,110097,1399,586,813
110097,"Biola University",6,8,2,1,9,1,1,12,1,2,2,21,2,17,17,3,110097,2,4159,1531,2628,190,110097,1399,586,813
110097,"Biola University",6,8,2,1,9,1,1,12,1,2,2,21,2,17,17,3,110097,4,2363,1318,1045,190,110097,1399,586,813
110194,"Brownson Technical School",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,110194,1,338,334,4,191,110194,15,15,0
110194,"Brownson Technical School",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,110194,2,338,334,4,191,110194,15,15,0
110219,"Bryan University",4,6,3,1,7,1,1,20,1,2,2,12,3,26,10,2,110219,1,2087,776,1311,192,110219,511,227,284
110219,"Bryan University",4,6,3,1,7,1,1,20,1,2,2,12,3,26,10,2,110219,2,2080,775,1305,192,110219,511,227,284
110219,"Bryan University",4,6,3,1,7,1,1,20,1,2,2,12,3,26,10,2,110219,4,7,1,6,192,110219,511,227,284
110246,"Butte College",6,8,4,2,4,1,2,40,1,2,2,42,4,7,3,4,110246,1,13659,6338,7321,193,110246,2167,1076,1091
110246,"Butte College",6,8,4,2,4,1,2,40,1,2,2,42,4,7,3,4,110246,2,13659,6338,7321,193,110246,2167,1076,1091
110316,"California Institute of Integral Studies",6,8,2,1,9,1,1,11,1,2,2,11,2,17,17,2,110316,1,1601,422,1179,194,110316,369,79,290
110316,"California Institute of Integral Studies",6,8,2,1,9,1,1,11,1,2,2,11,2,17,17,2,110316,2,88,31,57,194,110316,369,79,290
110316,"California Institute of Integral Studies",6,8,2,1,9,1,1,11,1,2,2,11,2,17,17,2,110316,4,1513,391,1122,194,110316,369,79,290
110334,"Cabrillo College",6,8,4,2,3,1,2,40,1,2,2,22,4,1,3,4,110334,1,16514,7929,8585,195,110334,1291,470,821
110334,"Cabrillo College",6,8,4,2,3,1,2,40,1,2,2,22,4,1,3,4,110334,2,16514,7929,8585,195,110334,1291,470,821
110361,"California Baptist University",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,4,110361,1,12862,4495,8367,196,110361,2735,875,1860
110361,"California Baptist University",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,4,110361,2,9104,3401,5703,196,110361,2735,875,1860
110361,"California Baptist University",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,4,110361,4,3758,1094,2664,196,110361,2735,875,1860
110370,"California College of the Arts",6,8,2,1,7,1,1,20,1,2,2,11,2,30,30,2,110370,1,2136,802,1334,197,110370,483,185,298
110370,"California College of the Arts",6,8,2,1,7,1,1,20,1,2,2,11,2,30,30,2,110370,2,1655,629,1026,197,110370,483,185,298
110370,"California College of the Arts",6,8,2,1,7,1,1,20,1,2,2,11,2,30,30,2,110370,4,481,173,308,197,110370,483,185,298
110398,"University of California-Hastings College of Law",6,8,1,1,9,2,1,13,1,2,2,11,1,31,31,1,110398,1,1037,420,617,198,110398,346,123,223
110398,"University of California-Hastings College of Law",6,8,1,1,9,2,1,13,1,2,2,11,1,31,31,1,110398,4,1037,420,617,198,110398,346,123,223
110404,"California Institute of Technology",6,8,2,1,9,1,1,12,1,2,2,12,2,15,15,2,110404,1,2334,1489,845,199,110404,578,374,204
110404,"California Institute of Technology",6,8,2,1,9,1,1,12,1,2,2,12,2,15,15,2,110404,2,989,541,448,199,110404,578,374,204
110404,"California Institute of Technology",6,8,2,1,9,1,1,12,1,2,2,12,2,15,15,2,110404,4,1345,948,397,199,110404,578,374,204
110413,"California Lutheran University",6,8,2,1,9,1,1,13,1,2,2,12,2,18,18,2,110413,1,5145,2183,2962,200,110413,1335,545,790
110413,"California Lutheran University",6,8,2,1,9,1,1,13,1,2,2,12,2,18,18,2,110413,2,3409,1499,1910,200,110413,1335,545,790
110413,"California Lutheran University",6,8,2,1,9,1,1,13,1,2,2,12,2,18,18,2,110413,4,1736,684,1052,200,110413,1335,545,790
110422,"California Polytechnic State University-San Luis Obispo",6,8,1,1,7,1,1,20,1,2,2,23,2,18,18,5,110422,1,23278,11927,11351,201,110422,5553,2780,2773
110422,"California Polytechnic State University-San Luis Obispo",6,8,1,1,7,1,1,20,1,2,2,23,2,18,18,5,110422,2,22130,11355,10775,201,110422,5553,2780,2773
110422,"California Polytechnic State University-San Luis Obispo",6,8,1,1,7,1,1,20,1,2,2,23,2,18,18,5,110422,4,1148,572,576,201,110422,5553,2780,2773
110468,"Alliant International University-San Diego",6,8,3,1,9,1,1,11,1,2,2,11,2,17,17,2,110468,1,5610,1864,3746,202,110468,1422,445,977
110468,"Alliant International University-San Diego",6,8,3,1,9,1,1,11,1,2,2,11,2,17,17,2,110468,2,1896,861,1035,202,110468,1422,445,977
110468,"Alliant International University-San Diego",6,8,3,1,9,1,1,11,1,2,2,11,2,17,17,2,110468,4,3714,1003,2711,202,110468,1422,445,977
110486,"California State University-Bakersfield",6,8,1,1,9,1,1,14,1,2,2,11,2,18,18,4,110486,1,12944,4851,8093,203,110486,2548,889,1659
110486,"California State University-Bakersfield",6,8,1,1,9,1,1,14,1,2,2,11,2,18,18,4,110486,2,11168,4316,6852,203,110486,2548,889,1659
110486,"California State University-Bakersfield",6,8,1,1,9,1,1,14,1,2,2,11,2,18,18,4,110486,4,1776,535,1241,203,110486,2548,889,1659
110495,"California State University-Stanislaus",6,8,1,1,9,1,1,14,1,2,2,23,2,18,18,4,110495,1,11821,3919,7902,204,110495,2599,818,1781
110495,"California State University-Stanislaus",6,8,1,1,9,1,1,14,1,2,2,23,2,18,18,4,110495,2,10307,3532,6775,204,110495,2599,818,1781
110495,"California State University-Stanislaus",6,8,1,1,9,1,1,14,1,2,2,23,2,18,18,4,110495,4,1514,387,1127,204,110495,2599,818,1781
110510,"California State University-San Bernardino",6,8,1,1,9,1,1,14,1,2,2,12,2,18,18,5,110510,1,21967,8600,13367,205,110510,5005,1896,3109
110510,"California State University-San Bernardino",6,8,1,1,9,1,1,14,1,2,2,12,2,18,18,5,110510,2,19195,7625,11570,205,110510,5005,1896,3109
110510,"California State University-San Bernardino",6,8,1,1,9,1,1,14,1,2,2,12,2,18,18,5,110510,4,2772,975,1797,205,110510,5005,1896,3109
110529,"California State Polytechnic University-Pomona",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,5,110529,1,28547,15182,13365,206,110529,5185,2720,2465
110529,"California State Polytechnic University-Pomona",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,5,110529,2,26549,14188,12361,206,110529,5185,2720,2465
110529,"California State Polytechnic University-Pomona",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,5,110529,4,1998,994,1004,206,110529,5185,2720,2465
110538,"California State University-Chico",6,8,1,1,7,1,1,20,1,2,2,13,2,18,18,4,110538,1,19323,8847,10476,207,110538,4459,1943,2516
110538,"California State University-Chico",6,8,1,1,7,1,1,20,1,2,2,13,2,18,18,4,110538,2,18053,8476,9577,207,110538,4459,1943,2516
110538,"California State University-Chico",6,8,1,1,7,1,1,20,1,2,2,13,2,18,18,4,110538,4,1270,371,899,207,110538,4459,1943,2516
110547,"California State University-Dominguez Hills",6,8,1,1,8,1,1,20,1,2,2,13,2,18,18,4,110547,1,18196,6534,11662,208,110547,3933,1301,2632
110547,"California State University-Dominguez Hills",6,8,1,1,8,1,1,20,1,2,2,13,2,18,18,4,110547,2,14915,5557,9358,208,110547,3933,1301,2632
110547,"California State University-Dominguez Hills",6,8,1,1,8,1,1,20,1,2,2,13,2,18,18,4,110547,4,3281,977,2304,208,110547,3933,1301,2632
110556,"California State University-Fresno",6,8,1,1,9,1,1,13,1,2,2,11,2,17,18,5,110556,1,26765,10758,16007,209,110556,5877,2348,3529
110556,"California State University-Fresno",6,8,1,1,9,1,1,13,1,2,2,11,2,17,18,5,110556,2,23304,9606,13698,209,110556,5877,2348,3529
110556,"California State University-Fresno",6,8,1,1,9,1,1,13,1,2,2,11,2,17,18,5,110556,4,3461,1152,2309,209,110556,5877,2348,3529
110565,"California State University-Fullerton",6,8,1,1,9,1,1,13,1,2,2,21,2,18,18,5,110565,1,46588,19953,26635,210,110565,11606,4828,6778
110565,"California State University-Fullerton",6,8,1,1,9,1,1,13,1,2,2,21,2,18,18,5,110565,2,40350,17591,22759,210,110565,11606,4828,6778
110565,"California State University-Fullerton",6,8,1,1,9,1,1,13,1,2,2,21,2,18,18,5,110565,4,6238,2362,3876,210,110565,11606,4828,6778
110574,"California State University-East Bay",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,4,110574,1,18549,7163,11386,211,110574,4304,1522,2782
110574,"California State University-East Bay",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,4,110574,2,15116,5897,9219,211,110574,4304,1522,2782
110574,"California State University-East Bay",6,8,1,1,9,1,1,14,1,2,2,21,2,18,18,4,110574,4,3433,1266,2167,211,110574,4304,1522,2782
110583,"California State University-Long Beach",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110583,1,41344,17519,23825,212,110583,10436,4226,6210
110583,"California State University-Long Beach",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110583,2,34674,15093,19581,212,110583,10436,4226,6210
110583,"California State University-Long Beach",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110583,4,6670,2426,4244,212,110583,10436,4226,6210
110592,"California State University-Los Angeles",6,8,1,1,9,1,1,12,1,2,2,11,2,18,18,5,110592,1,29963,12420,17543,213,110592,7014,2712,4302
110592,"California State University-Los Angeles",6,8,1,1,9,1,1,12,1,2,2,11,2,18,18,5,110592,2,25613,10856,14757,213,110592,7014,2712,4302
110592,"California State University-Los Angeles",6,8,1,1,9,1,1,12,1,2,2,11,2,18,18,5,110592,4,4350,1564,2786,213,110592,7014,2712,4302
110608,"California State University-Northridge",6,8,1,1,9,1,1,13,1,2,2,11,2,18,18,5,110608,1,43348,19072,24276,214,110608,10682,4374,6308
110608,"California State University-Northridge",6,8,1,1,9,1,1,13,1,2,2,11,2,18,18,5,110608,2,37218,17079,20139,214,110608,10682,4374,6308
110608,"California State University-Northridge",6,8,1,1,9,1,1,13,1,2,2,11,2,18,18,5,110608,4,6130,1993,4137,214,110608,10682,4374,6308
110617,"California State University-Sacramento",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110617,1,35644,15609,20035,215,110617,8144,3294,4850
110617,"California State University-Sacramento",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110617,2,31969,14263,17706,215,110617,8144,3294,4850
110617,"California State University-Sacramento",6,8,1,1,9,1,1,11,1,2,2,11,2,18,18,5,110617,4,3675,1346,2329,215,110617,8144,3294,4850
110635,"University of California-Berkeley",6,8,1,1,9,1,1,11,1,2,2,12,2,15,15,5,110635,1,45183,22301,22882,216,110635,13082,6640,6442
110635,"University of California-Berkeley",6,8,1,1,9,1,1,11,1,2,2,12,2,15,15,5,110635,2,32700,15533,17167,216,110635,13082,6640,6442
110635,"University of California-Berkeley",6,8,1,1,9,1,1,11,1,2,2,12,2,15,15,5,110635,4,12483,6768,5715,216,110635,13082,6640,6442
110644,"University of California-Davis",6,8,1,1,9,1,1,11,1,2,2,23,2,15,15,5,110644,1,40623,16630,23993,217,110644,9985,4037,5948
110644,"University of California-Davis",6,8,1,1,9,1,1,11,1,2,2,23,2,15,15,5,110644,2,32863,13140,19723,217,110644,9985,4037,5948
110644,"University of California-Davis",6,8,1,1,9,1,1,11,1,2,2,23,2,15,15,5,110644,4,7760,3490,4270,217,110644,9985,4037,5948
110653,"University of California-Irvine",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110653,1,38105,18753,19352,218,110653,9907,4608,5299
110653,"University of California-Irvine",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110653,2,31386,15235,16151,218,110653,9907,4608,5299
110653,"University of California-Irvine",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110653,4,6719,3518,3201,218,110653,9907,4608,5299
110662,"University of California-Los Angeles",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110662,1,47103,21390,25713,219,110662,13471,6152,7319
110662,"University of California-Los Angeles",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110662,2,33703,14256,19447,219,110662,13471,6152,7319
110662,"University of California-Los Angeles",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110662,4,13400,7134,6266,219,110662,13471,6152,7319
110671,"University of California-Riverside",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110671,1,25816,12306,13510,220,110671,5525,2663,2862
110671,"University of California-Riverside",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110671,2,22286,10327,11959,220,110671,5525,2663,2862
110671,"University of California-Riverside",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110671,4,3530,1979,1551,220,110671,5525,2663,2862
110680,"University of California-San Diego",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110680,1,39811,20839,18972,221,110680,10256,5459,4797
110680,"University of California-San Diego",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110680,2,31840,16050,15790,221,110680,10256,5459,4797
110680,"University of California-San Diego",6,8,1,1,9,1,1,11,1,2,2,11,2,15,15,5,110680,4,7971,4789,3182,221,110680,10256,5459,4797
110699,"University of California-San Francisco",6,8,1,1,9,2,1,11,1,2,2,11,1,25,25,2,110699,1,3185,1185,2000,222,110699,902,338,564
110699,"University of California-San Francisco",6,8,1,1,9,2,1,11,1,2,2,11,1,25,25,2,110699,4,3185,1185,2000,222,110699,902,338,564
110705,"University of California-Santa Barbara",6,8,1,1,9,1,1,12,1,2,2,22,2,15,15,5,110705,1,27685,13013,14672,223,110705,6755,3146,3609
110705,"University of California-Santa Barbara",6,8,1,1,9,1,1,12,1,2,2,22,2,15,15,5,110705,2,24638,11330,13308,223,110705,6755,3146,3609
110705,"University of California-Santa Barbara",6,8,1,1,9,1,1,12,1,2,2,22,2,15,15,5,110705,4,3047,1683,1364,223,110705,6755,3146,3609
110714,"University of California-Santa Cruz",6,8,1,1,9,1,1,12,1,2,2,13,2,15,15,4,110714,1,20839,10811,10028,224,110714,4925,2431,2494
110714,"University of California-Santa Cruz",6,8,1,1,9,1,1,12,1,2,2,13,2,15,15,4,110714,2,18774,9671,9103,224,110714,4925,2431,2494
110714,"University of California-Santa Cruz",6,8,1,1,9,1,1,12,1,2,2,13,2,15,15,4,110714,4,2065,1140,925,224,110714,4925,2431,2494
110778,"Sofia University",6,8,3,1,9,1,1,12,1,2,2,13,2,26,26,2,110778,1,2080,986,1094,225,110778,366,183,183
110778,"Sofia University",6,8,3,1,9,1,1,12,1,2,2,13,2,26,26,2,110778,2,9,1,8,225,110778,366,183,183
110778,"Sofia University",6,8,3,1,9,1,1,12,1,2,2,13,2,26,26,2,110778,4,2071,985,1086,225,110778,366,183,183
110875,"California Beauty School",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,110875,1,104,1,103,226,110875,49,0,49
110875,"California Beauty School",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,110875,2,104,1,103,226,110875,49,0,49
110918,"California Christian College",6,8,2,1,5,1,2,30,1,2,2,11,3,24,24,1,110918,1,17,13,4,227,110918,1,0,1
110918,"California Christian College",6,8,2,1,5,1,2,30,1,2,2,11,3,24,24,1,110918,2,17,13,4,227,110918,1,0,1
111045,"California Graduate School of Theology",6,8,2,1,9,1,1,12,1,2,2,21,2,-2,-2,1,111045,1,76,37,39,228,111045,14,7,7
111045,"California Graduate School of Theology",6,8,2,1,9,1,1,12,1,2,2,21,2,-2,-2,1,111045,2,18,5,13,228,111045,14,7,7
111045,"California Graduate School of Theology",6,8,2,1,9,1,1,12,1,2,2,21,2,-2,-2,1,111045,4,58,32,26,228,111045,14,7,7
111054,"California Hair Design Academy",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111054,1,305,115,190,229,111054,117,37,80
111054,"California Hair Design Academy",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111054,2,305,115,190,229,111054,117,37,80
111081,"California Institute of the Arts",6,8,2,1,9,1,1,12,1,2,2,21,2,30,30,2,111081,1,1618,718,900,230,111081,416,181,235
111081,"California Institute of the Arts",6,8,2,1,9,1,1,12,1,2,2,21,2,30,30,2,111081,2,1111,504,607,230,111081,416,181,235
111081,"California Institute of the Arts",6,8,2,1,9,1,1,12,1,2,2,21,2,30,30,2,111081,4,507,214,293,230,111081,416,181,235
111188,"California State University Maritime Academy",6,8,1,1,7,1,1,20,1,2,2,12,2,22,22,1,111188,1,1122,937,185,231,111188,272,229,43
111188,"California State University Maritime Academy",6,8,1,1,7,1,1,20,1,2,2,12,2,22,22,1,111188,2,1091,911,180,231,111188,272,229,43
111188,"California State University Maritime Academy",6,8,1,1,7,1,1,20,1,2,2,12,2,22,22,1,111188,4,31,26,5,231,111188,272,229,43
111391,"California Western School of Law",6,8,2,1,9,2,1,13,1,2,2,11,1,31,31,1,111391,1,848,367,481,232,111391,311,143,168
111391,"California Western School of Law",6,8,2,1,9,2,1,13,1,2,2,11,1,31,31,1,111391,4,848,367,481,232,111391,311,143,168
111434,"Canada College",6,8,4,2,4,1,2,40,1,2,2,21,4,2,5,3,111434,1,10123,3838,6285,233,111434,512,159,353
111434,"Canada College",6,8,4,2,4,1,2,40,1,2,2,21,4,2,5,3,111434,2,10123,3838,6285,233,111434,512,159,353
111461,"College of the Canyons",6,8,4,2,3,1,2,40,1,2,2,21,4,2,4,4,111461,1,35018,19986,15032,234,111461,2389,1043,1346
111461,"College of the Canyons",6,8,4,2,3,1,2,40,1,2,2,21,4,2,4,4,111461,2,35018,19986,15032,234,111461,2389,1043,1346
111513,"Career Academy of Beauty",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111513,1,281,1,280,235,111513,146,1,145
111513,"Career Academy of Beauty",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111513,2,281,1,280,235,111513,146,1,145
111638,"Casa Loma College-Van Nuys",6,8,5,2,3,1,2,40,1,2,2,11,4,10,9,1,111638,1,339,131,208,236,111638,60,29,31
111638,"Casa Loma College-Van Nuys",6,8,5,2,3,1,2,40,1,2,2,11,4,10,9,1,111638,2,339,131,208,236,111638,60,29,31
111708,"CET-San Diego",6,8,8,3,2,1,2,0,2,2,2,11,6,-2,-2,1,111708,1,297,229,68,237,111708,102,85,17
111708,"CET-San Diego",6,8,8,3,2,1,2,0,2,2,2,11,6,-2,-2,1,111708,2,297,229,68,237,111708,102,85,17
111717,"CET-San Jose",6,8,8,3,2,1,2,0,2,2,2,11,6,-2,-2,1,111717,1,413,248,165,238,111717,198,119,79
111717,"CET-San Jose",6,8,8,3,2,1,2,0,2,2,2,11,6,-2,-2,1,111717,2,413,248,165,238,111717,198,119,79
111726,"CET-El Centro",6,8,8,3,2,1,2,0,2,2,2,13,6,-2,-2,1,111726,1,397,294,103,239,111726,232,175,57
111726,"CET-El Centro",6,8,8,3,2,1,2,0,2,2,2,13,6,-2,-2,1,111726,2,397,294,103,239,111726,232,175,57
111744,CET-Colton,6,8,8,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111744,1,268,250,18,240,111744,106,99,7
